iter	RMSE
0	88.20124959
1	87.81536923
2	87.42535948
3	87.05702654
4	86.6607467
5	86.28131991
6	85.8892931
7	85.5371543
8	85.17197164
9	84.81253625
10	84.4838321
11	84.11806748
12	83.75876368
13	83.39719123
14	83.06982776
15	82.69744674
16	82.33721545
17	81.96987054
18	81.61363913
19	81.27073928
20	80.927963
21	80.5733963
22	80.21759535
23	79.90533978
24	79.55714517
25	79.21086874
26	78.85863258
27	78.52329571
28	78.18928366
29	77.88912997
30	77.5396368
31	77.22216062
32	76.8987464
33	76.56238761
34	76.23910521
35	75.90784754
36	75.57597381
37	75.25490792
38	74.93484563
39	74.61170924
40	74.28583766
41	73.98073184
42	73.66715939
43	73.34773427
44	73.05480697
45	72.74112644
46	72.43806257
47	72.14972077
48	71.84673413
49	71.54043168
50	71.23877162
51	70.93996351
52	70.63316052
53	70.34979061
54	70.04500035
55	69.74533588
56	69.45946812
57	69.17373384
58	68.87557176
59	68.59330437
60	68.32050135
61	68.05204513
62	67.77705094
63	67.49357355
64	67.2159843
65	66.94375141
66	66.68177926
67	66.40124043
68	66.13387301
69	65.86180037
70	65.61403603
71	65.34082028
72	65.09665331
73	64.84286647
74	64.57448442
75	64.32065021
76	64.06680085
77	63.81583951
78	63.56632384
79	63.31336725
80	63.05666137
81	62.79020482
82	62.53860084
83	62.28649108
84	62.04440305
85	61.79980228
86	61.56335868
87	61.31189965
88	61.06940419
89	60.82342072
90	60.57633915
91	60.32655765
92	60.08732313
93	59.84760722
94	59.61028891
95	59.36741853
96	59.1471253
97	58.92056385
98	58.68030804
99	58.4804909
100	58.2475703
101	58.02308712
102	57.78699706
103	57.56792816
104	57.34964563
105	57.11878437
106	56.89982075
107	56.68396931
108	56.47763292
109	56.2581292
110	56.03967968
111	55.82760504
112	55.60507934
113	55.39265015
114	55.1864846
115	54.97278933
116	54.76921275
117	54.557745
118	54.34678979
119	54.13982362
120	53.93406349
121	53.7252065
122	53.52353251
123	53.33364197
124	53.13358636
125	52.93814405
126	52.74701007
127	52.55035213
128	52.34900204
129	52.15339932
130	51.98078448
131	51.78919449
132	51.5895096
133	51.40326605
134	51.21173478
135	51.01817218
136	50.82776918
137	50.65265919
138	50.46439182
139	50.29042009
140	50.10116589
141	49.91760908
142	49.74271771
143	49.5597191
144	49.37659845
145	49.20396952
146	49.02127556
147	48.84211737
148	48.66996978
149	48.49087178
150	48.31903963
151	48.15332295
152	47.98534623
153	47.81761869
154	47.65217023
155	47.49324826
156	47.31953767
157	47.15637916
158	46.99582192
159	46.83955457
160	46.67118446
161	46.52224462
162	46.35804078
163	46.2092041
164	46.04935929
165	45.88685286
166	45.73836171
167	45.57229493
168	45.41240603
169	45.27506867
170	45.12330014
171	44.96509349
172	44.8064365
173	44.65276606
174	44.50738555
175	44.35140871
176	44.19924759
177	44.05071634
178	43.9237738
179	43.77895242
180	43.64625687
181	43.50151227
182	43.36259255
183	43.22465095
184	43.08482665
185	42.94345998
186	42.80790071
187	42.66059182
188	42.52324192
189	42.3955634
190	42.26357928
191	42.12817516
192	41.98850977
193	41.85889105
194	41.7245907
195	41.58435346
196	41.44459293
197	41.32405123
198	41.19235735
199	41.05778479
200	40.94176188
201	40.81750219
202	40.69212464
203	40.55759285
204	40.42434046
205	40.29605421
206	40.17297295
