iter	RMSE
447	24.00540644
448	23.97278054
449	23.93974897
450	23.90667104
451	23.87558608
452	23.84365083
453	23.81298322
454	23.78102924
455	23.75126555
456	23.71783249
457	23.6874669
458	23.65535049
459	23.62483561
460	23.5944265
461	23.56297042
462	23.5332435
463	23.50541389
464	23.47666403
465	23.44838471
466	23.41757515
467	23.38953167
468	23.36327594
469	23.33355022
470	23.30479253
471	23.27756116
472	23.24965521
473	23.22123798
474	23.19250634
475	23.16557714
476	23.13979972
477	23.11176462
478	23.08743525
479	23.05881753
480	23.0316188
481	23.00398097
482	22.9776695
483	22.95224933
484	22.92678732
485	22.9004601
486	22.87527924
487	22.84812411
488	22.82064374
489	22.79255808
490	22.766038
491	22.73705399
492	22.7118429
493	22.68610478
494	22.66065502
495	22.63543637
496	22.60972844
497	22.58492246
498	22.55755308
499	22.53119428
500	22.50939531
501	22.48597327
502	22.45929967
503	22.4347343
504	22.40952778
505	22.38315008
506	22.35873298
507	22.33195395
508	22.30753038
509	22.28450741
510	22.26026348
511	22.23817837
512	22.21427238
513	22.19039028
514	22.16605525
515	22.14354733
516	22.12060676
517	22.09790498
518	22.07561029
519	22.05271031
520	22.02663079
521	22.00397296
522	21.98133135
523	21.95616093
524	21.93247564
525	21.90960047
526	21.88607797
527	21.86331287
528	21.84012007
529	21.81839539
530	21.79673435
531	21.7752861
532	21.75303164
533	21.73303516
534	21.70988131
535	21.68827793
536	21.66760859
537	21.64780031
538	21.62895824
539	21.60914549
540	21.58919281
541	21.56635708
542	21.5446768
543	21.52458703
544	21.50692779
545	21.4852165
546	21.46571065
547	21.4465745
548	21.42356612
549	21.40345415
550	21.3808062
551	21.36020647
552	21.34239085
553	21.32143177
554	21.30067251
555	21.28058773
556	21.25962775
557	21.23870831
558	21.2212425
559	21.20191794
560	21.18150395
561	21.16280415
562	21.1398085
563	21.12191688
564	21.10307434
565	21.08167593
566	21.06342487
567	21.04133434
568	21.0223134
569	21.00309153
570	20.98265737
571	20.96496921
572	20.94427608
573	20.92633121
574	20.90740565
575	20.89018569
576	20.87164846
577	20.85515914
578	20.83705002
579	20.81784237
580	20.80117379
581	20.78453707
582	20.76736778
583	20.74851172
584	20.7304519
585	20.71486366
586	20.69604676
587	20.6780772
588	20.66117576
589	20.64276688
590	20.62628536
591	20.60779856
592	20.59114843
593	20.5768007
594	20.55761698
595	20.54047266
596	20.52173947
597	20.50388715
598	20.48805945
599	20.46934089
600	20.45139522
601	20.43566403
602	20.41843997
603	20.39995837
604	20.38352372
605	20.36721846
606	20.35287357
607	20.33636848
608	20.32138229
609	20.30334644
610	20.28723613
611	20.27078405
612	20.25442652
613	20.24002883
614	20.22446045
615	20.21252767
616	20.19781862
617	20.18349346
618	20.16574899
619	20.14986805
620	20.13562411
621	20.12029604
622	20.10577197
623	20.09115167
624	20.07602233
625	20.06237656
626	20.04934321
627	20.03609824
628	20.02261597
629	20.00932941
630	19.99645303
631	19.98310772
632	19.96696339
633	19.95093269
634	19.93718432
635	19.92144496
636	19.90695699
637	19.89319509
638	19.87755978
639	19.86028836
640	19.84715793
641	19.83330102
642	19.81790047
643	19.80392299
644	19.78664672
645	19.77334741
646	19.75728385
647	19.74184787
648	19.7305059
649	19.71826432
650	19.70292398
651	19.69040786
652	19.67737126
653	19.66103808
654	19.64854483
655	19.63420638
656	19.61799527
657	19.60349489
658	19.59018691
659	19.57530608
660	19.560178
661	19.54650953
662	19.53494635
663	19.52068434
664	19.50580293
665	19.49329278
666	19.47941198
667	19.46560039
668	19.45327611
669	19.44103967
670	19.42872039
671	19.41828576
672	19.40697964
673	19.39276526
674	19.37920997
675	19.3671682
676	19.35455664
677	19.3397528
678	19.32646349
679	19.31359907
680	19.29970079
681	19.28683654
682	19.27353671
683	19.26191719
684	19.24989772
685	19.23659042
686	19.22441084
687	19.212482
688	19.19924934
689	19.18718488
690	19.17518281
691	19.1620088
692	19.15261223
693	19.139621
694	19.12932219
695	19.11468613
696	19.10244051
697	19.09202925
698	19.08186998
699	19.07085875
700	19.05952833
701	19.04615893
702	19.03417049
703	19.02253615
704	19.01111776
705	18.99874476
706	18.98694027
707	18.97640566
708	18.96543705
709	18.95508378
710	18.93773852
711	18.92628863
712	18.91385351
713	18.90077865
714	18.88716547
715	18.8763661
716	18.86482499
717	18.8543977
718	18.84265599
719	18.8304669
720	18.82079255
721	18.80607966
722	18.79236308
723	18.78203544
724	18.77313986
725	18.76513081
726	18.75298691
727	18.74177679
728	18.73131891
729	18.72114837
730	18.708886
731	18.69779339
732	18.68625783
733	18.67459108
734	18.66214606
735	18.65251031
736	18.64235375
737	18.63208609
738	18.62368302
739	18.61260285
740	18.60206886
741	18.59379168
742	18.58499654
743	18.57230428
744	18.56127222
745	18.55227876
746	18.53847387
747	18.52669376
748	18.51808237
749	18.50931416
750	18.49919603
751	18.48846084
752	18.47861818
753	18.46774308
754	18.45528124
755	18.44676027
756	18.43591115
757	18.42587736
758	18.41399057
759	18.4044446
760	18.39610458
761	18.38493333
762	18.37442549
763	18.36456239
764	18.35496047
765	18.34349724
766	18.33516421
767	18.32680851
768	18.31621093
769	18.30705374
770	18.29514556
771	18.28484778
772	18.27805309
773	18.26895663
774	18.25979881
775	18.25200178
776	18.24274708
777	18.23364903
778	18.22200349
779	18.20945892
780	18.20041421
781	18.18938587
782	18.18148113
783	18.17232266
784	18.1598791
785	18.14781641
786	18.14013281
787	18.12981596
788	18.12090455
789	18.11279452
790	18.10060476
791	18.08938829
792	18.08034806
793	18.06923733
794	18.05769928
795	18.04668094
796	18.04060721
797	18.02985241
798	18.02147395
799	18.01538247
800	18.00803692
801	17.99819165
802	17.98882099
803	17.97738305
804	17.96867848
805	17.96120518
806	17.95236975
807	17.94382911
808	17.93311142
809	17.92310823
810	17.91198397
811	17.90367559
812	17.89492184
813	17.88654034
814	17.87811711
815	17.86754925
816	17.85656753
817	17.84903777
818	17.8415859
819	17.8314475
820	17.82267258
821	17.8135404
822	17.80335775
823	17.79487897
824	17.78799418
825	17.77862532
826	17.77002583
827	17.76086369
828	17.75029507
829	17.7432502
830	17.73645214
831	17.72620963
832	17.71632937
833	17.70856811
834	17.6995116
835	17.68860823
836	17.67924265
837	17.67192789
838	17.66372111
839	17.65820231
840	17.64896465
841	17.64185653
842	17.63324692
843	17.62373226
844	17.61670657
845	17.61075074
846	17.6013649
847	17.59449459
848	17.58729361
849	17.57649948
850	17.56945692
851	17.56175799
852	17.55462525
853	17.54527096
854	17.53719061
855	17.52822744
856	17.51883905
857	17.50880713
858	17.5005897
859	17.49288199
860	17.48684969
861	17.47860564
862	17.47025194
863	17.46156489
864	17.45476454
865	17.44603136
866	17.43735841
867	17.42959483
868	17.42080169
869	17.41388602
870	17.4060582
871	17.39838732
872	17.39028846
873	17.38063863
874	17.37202807
875	17.36416058
876	17.35498622
877	17.34944644
878	17.33712198
879	17.32934465
880	17.31868543
881	17.30987521
882	17.30151495
883	17.29284304
884	17.28409796
885	17.27858527
886	17.26825108
887	17.26322562
888	17.25574105
889	17.24673637
890	17.23847441
891	17.23125469
892	17.22504235
893	17.21816855
894	17.21074817
895	17.19909941
896	17.19116222
897	17.18516972
898	17.17931616
899	17.17176637
900	17.16196763
901	17.15530842
902	17.14927038
903	17.13978668
904	17.1323479
905	17.12201739
906	17.11634781
907	17.10962259
908	17.10257976
909	17.09328482
910	17.08494756
911	17.07892313
912	17.06988617
913	17.06128608
914	17.0536945
915	17.04594776
916	17.03669158
917	17.02670101
918	17.01889047
919	17.01354489
920	17.00566591
921	16.99755305
922	16.99205169
923	16.98400369
924	16.97668805
925	16.97161598
926	16.96210346
927	16.95380964
928	16.94651939
929	16.93917405
930	16.93220456
931	16.92548561
932	16.91617956
933	16.90643384
934	16.89935734
935	16.89366789
936	16.88689205
937	16.88042822
938	16.87225063
939	16.86449638
940	16.85866649
941	16.85339621
942	16.84713193
943	16.84112052
944	16.83263983
945	16.82551981
946	16.81546501
947	16.80562207
948	16.79961008
949	16.79467161
950	16.78914489
951	16.78133835
952	16.77556895
953	16.76961001
954	16.76247375
955	16.7536656
956	16.74689811
957	16.74042866
958	16.73538298
959	16.72766746
960	16.72187399
961	16.71326381
962	16.70572507
963	16.69831848
964	16.69239181
965	16.68409525
966	16.67895891
967	16.67413094
968	16.66600617
969	16.66071214
970	16.65398066
971	16.64694136
972	16.64042708
973	16.6366605
974	16.63036235
975	16.62358211
976	16.61743437
977	16.61210739
978	16.60627042
979	16.60160156
980	16.59634198
981	16.58847537
982	16.58100382
983	16.57342241
984	16.56517997
985	16.55964782
986	16.55383172
987	16.5448686
988	16.5397214
989	16.53479409
990	16.52912407
991	16.52031614
992	16.51182707
993	16.50593152
994	16.50074562
995	16.49242694
996	16.48410913
997	16.47574106
998	16.46987949
999	16.45900259
