iter	RMSE
0	88.19248302
1	87.81037382
2	87.43318201
3	87.06851826
4	86.69829431
5	86.3323091
6	85.94538886
7	85.59513236
8	85.2299363
9	84.87331784
10	84.55271605
11	84.18847488
12	83.83375409
13	83.48903924
14	83.1533432
15	82.78415107
16	82.44526854
17	82.0839306
18	81.73028836
19	81.38697709
20	81.04517221
21	80.68710658
22	80.34370712
23	80.02372153
24	79.67701556
25	79.33163482
26	78.98274784
27	78.64516423
28	78.31961752
29	78.01914356
30	77.67065294
31	77.34750505
32	77.02706035
33	76.69212465
34	76.37217079
35	76.04139078
36	75.71232943
37	75.40537456
38	75.10150951
39	74.77945034
40	74.45502453
41	74.15429402
42	73.84928658
43	73.53738823
44	73.22882426
45	72.91640204
46	72.60922845
47	72.32270036
48	72.01568967
49	71.71009584
50	71.40843449
51	71.11173671
52	70.80701273
53	70.51737104
54	70.21474218
55	69.93295027
56	69.64950855
57	69.36962433
58	69.06844439
59	68.78800729
60	68.51337804
61	68.24159127
62	67.97742607
63	67.69570669
64	67.41878947
65	67.14540911
66	66.88460424
67	66.6067252
68	66.33894363
69	66.07200304
70	65.8253058
71	65.55432792
72	65.31469437
73	65.06497899
74	64.79766422
75	64.55075169
76	64.29101295
77	64.05421362
78	63.81218594
79	63.57048566
80	63.32697912
81	63.0628104
82	62.81447835
83	62.56462006
84	62.31392416
85	62.07642887
86	61.82568853
87	61.58072163
88	61.33771045
89	61.08814722
90	60.84480654
91	60.60242947
92	60.38080495
93	60.14421577
94	59.92685348
95	59.68340343
96	59.45529115
97	59.26134182
98	59.0507608
99	58.83026001
100	58.59882718
101	58.37732786
102	58.16655532
103	57.94507299
104	57.74215777
105	57.51578186
106	57.29357787
107	57.07374528
108	56.85274928
109	56.63953653
110	56.41575208
111	56.19456296
112	55.97693806
113	55.77475141
114	55.56282841
115	55.34933331
116	55.14438608
117	54.93739517
118	54.74044177
119	54.53483663
120	54.31847737
121	54.11643712
122	53.9251447
123	53.72023916
124	53.52723086
125	53.33741547
126	53.13431142
127	52.93960304
128	52.75191907
129	52.56388352
130	52.3718436
131	52.18333447
132	51.99068122
133	51.79484431
134	51.61237213
135	51.42520999
136	51.23260236
137	51.04897683
138	50.85930165
139	50.67461671
140	50.48726307
141	50.32915855
142	50.14953301
143	49.97307197
144	49.79440289
145	49.62535473
146	49.44935064
147	49.27128082
148	49.08778422
149	48.9115817
150	48.73377416
151	48.55667439
152	48.37995555
153	48.21842791
154	48.0504098
155	47.87842713
156	47.72825983
157	47.56534451
158	47.39584362
159	47.22433688
160	47.05041017
161	46.90353646
162	46.74717948
163	46.58964471
164	46.43499974
165	46.27665768
166	46.13160735
167	45.98370635
168	45.83088155
169	45.68229222
170	45.53104746
171	45.37965286
172	45.22574976
173	45.07817974
174	44.91407711
175	44.75564287
176	44.60913778
177	44.46882523
178	44.32305101
179	44.17813182
180	44.03619337
181	43.8842171
182	43.7402229
183	43.61631435
184	43.47601433
185	43.34161162
186	43.20510435
187	43.07237281
188	42.94630201
189	42.80730622
190	42.66342572
191	42.52689902
192	42.39316275
193	42.25833947
194	42.11769519
195	41.99002979
196	41.85854372
197	41.72048059
198	41.58959492
199	41.46035013
200	41.33131709
201	41.19922023
202	41.06766484
203	40.95440764
204	40.81922426
205	40.69257275
206	40.56721418
207	40.43734682
208	40.3067473
209	40.17754628
210	40.04480999
211	39.92510094
212	39.8007136
213	39.68715116
214	39.57254558
215	39.45532877
216	39.33852386
217	39.2250402
218	39.10335634
219	38.98852654
220	38.8713048
221	38.75214629
222	38.64577304
223	38.53146711
224	38.42058786
225	38.30850941
226	38.20660506
227	38.10973909
228	37.99858063
229	37.89047652
230	37.78264458
231	37.67179545
232	37.56738488
233	37.45837441
234	37.3582082
235	37.24646827
236	37.14825626
237	37.04084938
238	36.93828035
239	36.83817552
240	36.73777003
