iter	RMSE
310	22.76386903
311	22.74309587
312	22.72009982
313	22.70067721
314	22.67678224
315	22.65810931
316	22.63661005
317	22.61680798
318	22.59764379
319	22.58031871
320	22.5608524
321	22.54168415
322	22.52158106
323	22.50384924
324	22.48390813
325	22.4608786
326	22.43827431
327	22.41715323
328	22.39563701
329	22.37617065
330	22.35666469
331	22.33932933
332	22.31979353
333	22.30148321
334	22.28278355
335	22.26040651
336	22.23977437
337	22.22030379
338	22.2006743
339	22.1813081
340	22.16107704
341	22.14195913
342	22.12577527
343	22.10581059
344	22.08807553
345	22.06797816
346	22.04899791
347	22.03271078
348	22.01319777
349	21.99036554
350	21.97437016
351	21.95453834
352	21.93753348
353	21.91751545
354	21.89964579
355	21.88188417
356	21.86567065
357	21.84839677
358	21.83007574
359	21.81273899
360	21.7952333
361	21.77757526
362	21.75945093
363	21.74159767
364	21.72311952
365	21.70725961
366	21.68872536
367	21.6722087
368	21.65397529
369	21.63697057
370	21.62164419
371	21.60570278
372	21.58768554
373	21.57200063
374	21.55375436
375	21.53798121
376	21.52283414
377	21.50551913
378	21.48865796
379	21.47179923
380	21.45408571
381	21.43646952
382	21.42050417
383	21.4046647
384	21.38871073
385	21.37306776
386	21.35791012
387	21.3429107
388	21.32585962
389	21.31044512
390	21.29562165
391	21.278107
392	21.26108716
393	21.24468616
394	21.22882797
395	21.21241604
396	21.19960561
397	21.18390092
398	21.16749525
399	21.1549287
400	21.13953365
401	21.11929642
402	21.10391822
403	21.08841415
404	21.07479842
405	21.05870635
406	21.04468455
407	21.03114119
408	21.0177723
409	21.00327454
410	20.98423263
411	20.96782803
412	20.95434775
413	20.94152489
414	20.92583099
415	20.91210646
416	20.89747863
417	20.88484455
418	20.87091606
419	20.8556608
420	20.84098023
421	20.8264984
422	20.81065404
423	20.79313849
424	20.78002452
425	20.76327675
426	20.75008031
427	20.73740321
428	20.72312833
429	20.70936377
430	20.69726523
431	20.68531
432	20.67235898
433	20.65954663
434	20.6448262
435	20.62922604
436	20.61728968
437	20.6040583
438	20.586445
439	20.57224406
440	20.55733063
441	20.54327378
442	20.52977352
443	20.51723084
444	20.50350773
445	20.49006903
446	20.47566214
447	20.46387018
448	20.4507993
449	20.43858191
450	20.42256725
451	20.41193673
452	20.39781592
453	20.38656413
454	20.37588854
455	20.36095348
456	20.34748197
457	20.33327613
458	20.32188718
459	20.31090032
460	20.29699497
461	20.28398744
462	20.27207267
463	20.26028928
464	20.25087224
465	20.2400742
466	20.22725189
467	20.21222484
468	20.20060298
469	20.18878923
470	20.17494902
471	20.1638691
472	20.15218233
473	20.13899105
474	20.12621172
475	20.11316453
476	20.10106392
477	20.09284786
478	20.07909811
479	20.06714162
480	20.05555966
481	20.04338465
482	20.03102208
483	20.01902866
484	20.00882284
485	19.99492886
486	19.97891295
487	19.96696953
488	19.95621313
489	19.94313286
490	19.93292157
491	19.92187405
492	19.90886593
493	19.89805535
494	19.88624722
495	19.87419399
496	19.86190309
497	19.85040605
498	19.83776256
499	19.8293829
500	19.82010536
501	19.80696479
502	19.79526893
503	19.78441901
504	19.77206824
505	19.75820268
506	19.74501954
507	19.73341324
508	19.72400503
509	19.71179556
510	19.70016904
511	19.69042531
512	19.67768648
513	19.66639588
514	19.65428257
515	19.6438611
516	19.63437279
517	19.62506096
518	19.61611364
519	19.60497449
520	19.59709588
521	19.58727524
522	19.5768844
523	19.56658037
524	19.55358784
525	19.5467762
526	19.5368599
527	19.52705901
528	19.517401
529	19.50854859
530	19.49549725
531	19.48416036
532	19.47488836
533	19.46372607
534	19.45436932
535	19.44551257
536	19.43332791
537	19.42080819
538	19.40944861
539	19.39804302
540	19.38614732
541	19.37523217
542	19.36448937
543	19.35361765
544	19.34498187
545	19.33484535
546	19.32244975
547	19.31301765
548	19.30418281
549	19.29628095
550	19.28661638
551	19.27354977
552	19.26477805
553	19.2552885
554	19.24644874
555	19.23585125
556	19.22655567
557	19.21866452
558	19.20908827
559	19.19618773
560	19.18380368
561	19.17700299
562	19.16685354
563	19.1584848
564	19.15168507
565	19.14270298
566	19.1310742
567	19.11949122
568	19.11154381
569	19.0992949
570	19.09099384
571	19.07924429
572	19.07183352
573	19.06136359
574	19.05131521
575	19.04308335
576	19.03612489
577	19.02734072
578	19.01844757
579	19.00753939
580	18.99707214
581	18.98888962
582	18.97960018
583	18.9675567
584	18.96033557
585	18.95189279
586	18.94609521
587	18.93551925
588	18.92488276
589	18.91898763
590	18.91472884
591	18.90386216
592	18.89149756
593	18.8832069
594	18.87467688
595	18.86588261
596	18.8552748
597	18.84656965
598	18.83817015
599	18.82879407
600	18.82086413
601	18.81068084
602	18.80072345
603	18.7930027
604	18.78570359
605	18.7768686
606	18.77214193
607	18.76452242
608	18.75826852
609	18.75001628
610	18.74132942
611	18.73318285
612	18.72377469
613	18.71377729
614	18.70512622
615	18.69837123
616	18.69026523
617	18.68335452
618	18.67753142
619	18.66972105
620	18.66330967
621	18.65524068
622	18.6459786
623	18.63722661
624	18.62810977
625	18.62059986
626	18.61166699
627	18.6045923
628	18.59576799
629	18.5887918
630	18.58070938
631	18.57088913
632	18.56403076
633	18.55706157
634	18.54409765
635	18.53413045
636	18.52701888
637	18.52064988
638	18.5137737
639	18.50721061
640	18.49823833
641	18.49036761
642	18.48367808
643	18.47546222
644	18.46729759
645	18.46143902
646	18.45422548
647	18.44372842
648	18.43587431
649	18.42603595
650	18.42040559
651	18.4125106
652	18.40483578
653	18.3974621
654	18.39234344
655	18.38564738
656	18.37715479
657	18.37110292
658	18.3620548
659	18.35780268
660	18.34984106
661	18.3465738
662	18.33799082
663	18.33092713
664	18.32074631
665	18.31369059
666	18.31102403
667	18.30433318
668	18.29689493
669	18.28900652
670	18.2815702
671	18.2745386
672	18.26454353
673	18.25656979
674	18.2497009
675	18.24054768
676	18.23377646
677	18.22758863
678	18.21974887
679	18.21150267
680	18.20420196
681	18.1949902
682	18.18710286
683	18.17915925
684	18.1690846
685	18.16123414
686	18.15248466
687	18.1450254
688	18.13753995
689	18.13291915
690	18.12702653
691	18.12286689
692	18.11378677
693	18.10855279
694	18.10377418
695	18.09828424
696	18.09193642
697	18.08670664
698	18.08265182
699	18.07538977
700	18.06863303
701	18.06143704
702	18.05522854
703	18.04608634
704	18.03796125
705	18.03098861
706	18.02764094
707	18.02246617
708	18.01417825
709	18.00733459
710	18.00007438
711	17.99232363
712	17.98163884
713	17.97266009
714	17.96402336
715	17.96210178
716	17.95606608
717	17.9548186
718	17.94717558
719	17.94131368
720	17.93467426
721	17.92849839
722	17.91985265
723	17.91645164
724	17.90902753
725	17.906427
726	17.89800127
727	17.89502366
728	17.8889524
729	17.88393513
730	17.87703118
731	17.87076108
732	17.86268741
733	17.85585867
734	17.84830133
735	17.84252437
736	17.83562082
737	17.82839742
738	17.8253536
739	17.82351213
740	17.81807994
741	17.80826456
742	17.80091138
743	17.79864364
744	17.79072102
745	17.78494673
746	17.77804666
747	17.77620234
748	17.76932739
749	17.76525961
750	17.75915223
751	17.75514638
752	17.74966495
753	17.74194441
754	17.73582908
755	17.72872
756	17.72467942
757	17.72368381
758	17.71648756
759	17.7091901
760	17.70165033
761	17.69538643
762	17.69368501
763	17.68732686
764	17.68556782
765	17.68027102
766	17.67676393
767	17.67219429
768	17.66630192
769	17.66158622
770	17.65642673
771	17.6551457
772	17.64903895
773	17.64312403
774	17.63452898
775	17.62791566
776	17.62596755
777	17.61939722
778	17.61356449
779	17.60683512
780	17.59865745
781	17.59242391
782	17.58841491
783	17.58418718
784	17.58141286
785	17.57421784
786	17.56509827
787	17.55908399
788	17.55612534
789	17.54955868
790	17.5425751
791	17.53925133
792	17.5327859
793	17.52661372
794	17.52508303
795	17.52037885
796	17.51289988
797	17.50712415
798	17.50219111
799	17.49445851
800	17.48852194
801	17.48142664
802	17.47783528
803	17.47178491
804	17.46626772
805	17.45929451
806	17.45508292
807	17.45245714
808	17.44762335
809	17.44597812
810	17.43752025
811	17.43259912
812	17.42663571
813	17.42255955
814	17.41891637
815	17.41226247
816	17.40492631
817	17.39757075
818	17.39148838
819	17.38600001
820	17.3802223
821	17.37018908
822	17.3632941
823	17.35987648
824	17.35789373
825	17.35097574
826	17.34876587
827	17.34730755
828	17.34377117
829	17.34132961
830	17.337571
831	17.3351987
832	17.33313353
833	17.3288834
834	17.32382564
835	17.318566
836	17.31280628
837	17.30609662
838	17.29833541
839	17.29116809
840	17.28554908
841	17.28009381
842	17.27581179
843	17.2686906
844	17.26039292
845	17.25317539
846	17.24786313
847	17.24188093
848	17.23796849
849	17.23550242
850	17.22807032
851	17.22302432
852	17.21218138
853	17.20619589
854	17.19932569
855	17.19255228
856	17.18778187
857	17.18324995
858	17.17780468
859	17.17475262
860	17.17229601
861	17.17087073
862	17.16739859
863	17.15997504
864	17.15256338
865	17.14672607
866	17.14512064
867	17.1381529
868	17.13255251
869	17.12993622
870	17.12332562
871	17.11580891
872	17.11027576
873	17.10558205
874	17.10326109
875	17.09747289
876	17.09416569
877	17.08772044
878	17.0826333
879	17.07540618
880	17.0685489
881	17.06279995
882	17.05567832
883	17.04973113
884	17.04588607
885	17.0415
886	17.0355963
887	17.0294009
888	17.0261928
889	17.02039651
890	17.0181385
891	17.01281745
892	17.00968435
893	17.00399068
894	16.99841759
895	16.99291799
896	16.99007706
897	16.98573757
898	16.97967627
899	16.97543366
900	16.96973488
901	16.96714579
902	16.96599277
903	16.96370832
904	16.95777311
905	16.95239693
906	16.94696738
907	16.94311092
908	16.93916527
909	16.93251475
910	16.92656127
911	16.91737562
912	16.91158843
913	16.90521827
914	16.90422597
915	16.89874256
916	16.8945777
917	16.88938399
918	16.88626836
919	16.88168785
920	16.87960985
921	16.87451303
922	16.86866011
923	16.86630729
924	16.86048267
925	16.8556904
926	16.85338182
927	16.8486728
928	16.84511184
929	16.83734056
930	16.83148622
931	16.82709319
932	16.82201031
933	16.81398941
934	16.80998873
935	16.80606487
936	16.8020555
937	16.79757326
938	16.79296656
939	16.78782945
940	16.78604581
941	16.77777171
942	16.77317272
943	16.76955542
944	16.76824579
945	16.76421285
946	16.75585115
947	16.75114686
948	16.74871651
949	16.74497153
950	16.73981952
951	16.73184945
952	16.7241777
953	16.71925063
954	16.71739208
955	16.71472511
956	16.71080593
957	16.70703584
958	16.70471969
959	16.69733052
960	16.69561438
961	16.68976351
962	16.6859507
963	16.67743744
964	16.67293435
965	16.66835932
966	16.66223004
967	16.65724279
968	16.65173905
969	16.64737318
970	16.63985079
971	16.63274593
972	16.62858913
973	16.62273782
974	16.62176987
975	16.61289595
976	16.60720871
977	16.60475901
978	16.60103985
979	16.59290141
980	16.58915585
981	16.58582648
982	16.57926121
983	16.57409318
984	16.56721646
985	16.56336044
986	16.55876449
987	16.55547824
988	16.55260427
989	16.54782163
990	16.54457744
991	16.54033438
992	16.53716172
993	16.53222822
994	16.52695632
995	16.5221201
996	16.5163829
997	16.51160378
998	16.50730338
999	16.50185537
